"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jul 03 11:06:56 GMT 2022","Sun Jul 03 11:06:58 GMT 2022","1766","","PortioTest","","PortioTest","deleteProfileTest","deleteProfileTest()",""
"passed","Sun Jul 03 11:06:55 GMT 2022","Sun Jul 03 11:06:56 GMT 2022","693","","PortioTest","","PortioTest","xTest","xTest()",""
"passed","Sun Jul 03 11:06:53 GMT 2022","Sun Jul 03 11:06:55 GMT 2022","1881","","PortioTest","","PortioTest","profileNewDataTest","profileNewDataTest()",""
"passed","Sun Jul 03 11:06:48 GMT 2022","Sun Jul 03 11:06:51 GMT 2022","3204","","PortioTest","","PortioTest","articlesListTest","articlesListTest()",""
"passed","Sun Jul 03 11:06:51 GMT 2022","Sun Jul 03 11:06:52 GMT 2022","976","","PortioTest","","PortioTest","regMeTest","regMeTest()",""
"passed","Sun Jul 03 11:06:46 GMT 2022","Sun Jul 03 11:06:47 GMT 2022","1631","","PortioTest","","PortioTest","acceptTest","acceptTest()",""
"passed","Sun Jul 03 11:06:58 GMT 2022","Sun Jul 03 11:06:59 GMT 2022","1589","","PortioTest","","PortioTest","loginMeTest","loginMeTest()",""
"passed","Sun Jul 03 11:06:52 GMT 2022","Sun Jul 03 11:06:53 GMT 2022","1741","","PortioTest","","PortioTest","logoutTest","logoutTest()",""
